Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
tầm_thường,1,2,9,14,0
chuyển_hoá,1,2,9,12,0
thánh_thiện,1,2,10,13,0
hết_thảy,1,2,7,10,0
cộng_hưởng,1,2,9,14,0
phát_nguyện,1,2,10,13,0
linh_thiêng,1,2,10,11,0
bình_an,1,2,6,7,0
yên_vui,1,2,6,7,0
thán_phục,1,2,8,10,0
rong_ruổi,1,2,8,10,0
từ_tâm_nguyện,1,3,11,16,0
lui_tới,1,2,6,8,0
đun,1,1,3,3,0
mì,1,1,2,3,0
xuyen,1,1,5,5,0
chang,1,1,5,5,0
keu,1,1,3,3,0
goi,1,1,3,3,0
đôi_lúc,1,2,6,8,0
thây,1,1,4,5,0
đau_đáu,1,2,6,7,0
trọng_bệnh,1,2,9,12,0
khá_giả,1,2,6,8,0
vẹo,1,1,3,4,0
thương_cảm,1,2,9,12,0
lo_âu,1,2,4,5,0
kỳ_diệu,1,2,6,9,0
oan_ức,1,2,5,7,0
cảm_phục,1,2,7,9,0
cồng,1,1,4,6,0
nảy,1,1,3,4,0
ý_nguyện,1,2,7,10,0
bạn_đường,1,2,8,12,0
mộc_mạc,1,2,6,9,0
đằng_đẵng,1,2,8,12,0
cõi_đời,1,2,6,9,0
tỉnh_ngộ,1,2,7,10,0
mỏi_mòn,1,2,6,8,0
lộ_phí,1,2,5,8,0
đun_nấu,1,2,6,8,0
tiền_tiến,1,2,8,12,0
giác_mạc,1,2,7,9,0
cóp_nhặt,1,2,7,10,0
mải_miết,1,2,7,10,0
nghị_lực,1,2,7,10,0
dò_xét,1,2,5,7,0
thô_sơ,1,2,5,7,0
ghep,1,1,4,4,0
gắt,1,1,3,5,0
oi_ả,1,2,3,4,0
gầy,1,1,3,5,0
cà_tàng,1,2,6,8,0
tạng_quốc_gia,1,3,11,14,0
nước_da,1,2,6,9,0
ngăm,1,1,4,5,0
dẻo_dai,1,2,6,7,0
giường_bệnh,1,2,10,15,0
tiếp_chuyện,1,2,10,14,0
vòi_rồng,1,2,7,10,0
cầu_dao,1,2,6,8,0
tiểu_ban,1,2,7,9,0
xã_luận,1,2,6,9,0
chuyên_luận,1,2,10,13,0
thuần_tuý,1,2,8,11,0
phạm_quy,1,2,7,8,0
xoá_đói_giảm_nghèo,1,4,15,19,0
diễn_tiến,1,2,8,12,0
kheo,1,1,4,4,0
vàng-xanh,1,1,9,10,0
nghiệt_ngã,1,2,9,12,0
trung_tuyến,1,2,10,12,0
xương_chậu,1,2,9,13,0
k-league,1,1,8,8,0
classic,1,1,7,7,0
xung_trận,1,2,8,10,0
híp,1,1,3,4,0
lức,1,1,3,5,0
beietj,1,1,6,6,0
đình_trệ,1,2,7,10,0
chậm_chạp,1,2,8,11,0
fdi,1,1,3,3,0
chấp_hành_viên,1,3,12,16,0
đặng_văn,1,2,7,10,0
sát_hạch,1,2,7,9,0
dợt,1,1,3,5,0
mẻ,1,1,2,3,0
kĩ_lưỡng,1,2,7,11,0
nỏng,1,1,4,5,0
vĩnh,1,1,4,5,0
teaser,1,1,6,6,0
hương_bùi_(,1,3,9,12,0
gonna,1,1,5,5,0
out,1,1,3,3,0
nhiểu,1,1,5,7,0
hiền_lành,1,2,8,11,0
bạo,1,1,3,4,0
tiếng_vang,1,2,9,11,0
chiến_tuyến,1,2,10,14,0
gia.tuy,1,1,7,7,0
ăn_mừng,1,2,6,9,0
tuồng,1,1,5,7,0
lạnh_nhạt,1,2,8,10,0
thực_dụng,1,2,8,11,0
sưng_húp,1,2,7,9,0
kịch_chiến,1,2,9,12,0
công_kênh,1,2,8,10,0
thành_bại,1,2,8,10,0
đong,1,1,4,4,0
nhân_cách,1,2,8,10,0
kìm_nén,1,2,6,8,0
lúng_túng,1,2,8,10,0
nép,1,1,3,4,0
vinh_quang,1,2,9,9,0
thể_chất,1,2,7,11,0
vuốt,1,1,4,6,0
du_ngoạn,1,2,7,8,0
summer,1,1,6,6,0
dỗ_dành,1,2,6,9,0
thét,1,1,4,5,0
vòng_tay,1,2,7,8,0
nín,1,1,3,4,0
sờ,1,1,2,4,0
trợn,1,1,4,6,0
chiến_hữu,1,2,8,12,0
ân_cần,1,2,5,8,0
máy_ảnh,1,2,6,8,0
rụng_rời,1,2,7,10,0
tình_làng,1,2,8,10,0
gia_chủ,1,2,6,7,0
giãn_nở,1,2,6,9,0
một_phép,1,2,7,10,0
hàng_quán,1,2,8,10,0
đau_xót,1,2,6,7,0
alobacsi,1,1,8,8,0
đùng,1,1,4,5,0
làng_xóm,1,2,7,9,0
mất_ngủ,1,2,6,9,0
chợp,1,1,4,6,0
làm_ruộng,1,2,8,11,0
né_tránh,1,2,7,9,0
nhuận_bút,1,2,8,11,0
bôi,1,1,3,4,0
hỏi_để_hỏi,1,3,8,12,0
đáp_án,1,2,5,7,0
môn_học,1,2,6,8,0
cầu_kì,1,2,5,8,0
âm_điệu,1,2,6,9,0
dữ_kiện,1,2,6,10,0
móm,1,1,3,4,0
rụng,1,1,4,5,0
nhai,1,1,4,4,0
lăn_quay,1,2,7,8,0
lắp_bắp,1,2,6,10,0
bình_nguyễn_chia_sẻ,1,4,16,20,0
suy_luận,1,2,7,9,0
nhao_nhao,1,2,8,8,0
phim_nổi,1,2,7,9,0
câu_thơ,1,2,6,8,0
nhằn,1,1,4,6,0
ha_hả,1,2,4,5,0
nhú,1,1,3,4,0
rối_bời,1,2,6,10,0
tiềm_tàng,1,2,8,11,0
nhỏ_lẻ,1,2,5,7,0
biến_cố,1,2,6,10,0
tngt,1,1,4,4,0
dau,1,1,3,3,0
bẻ_lái,1,2,5,7,0
phản_xạ,1,2,6,8,0
tay_lái,1,2,6,7,0
tin：vov,1,1,7,7,0
chắc_nịch,1,2,8,11,0
hành_quân,1,2,8,10,0
tính_chuyện,1,2,10,13,0
bán_cầu,1,2,6,9,0
nói_cứng,1,2,7,10,0
kẻng,1,1,4,5,0
tin_mừng,1,2,7,9,0
ifeng,1,1,5,5,0
nhảm_nhí,1,2,7,9,0
tất_tả,1,2,5,8,0
hâm_nóng,1,2,7,9,0
vui_sướng,1,2,8,11,0
hô_hào,1,2,5,7,0
quần_jean,1,2,8,10,0
mũ_lưỡi_trai,1,3,10,14,0
vơi,1,1,3,4,0
đượct,1,1,5,8,0
dieu,1,1,4,4,0
han,1,1,3,3,0
nien,1,1,4,4,0
ti-vi,1,1,5,5,0
hiểm_nguy,1,2,8,10,0
ti_vi,1,2,4,4,0
tivi,1,1,4,4,0
lót,1,1,3,4,0
ton,1,1,3,3,0
bongdaso,1,1,8,8,0
hích,1,1,4,5,0
marcus,1,1,6,6,0
sơ_bộ_đội_tuyển,1,4,12,19,0
trung_phong,1,2,10,10,0
cửa_biển,1,2,7,11,0
tồn_đọng,1,2,7,10,0
tphcm,1,1,5,5,0
ngập_úng,1,2,7,10,0
cao_độ,1,2,5,7,0
ngập,1,1,5,6,0
nổi,1,1,4,5,0
mềm,1,1,4,5,0
hình_dạng,1,2,8,10,0
khẩu_độ,1,2,6,10,0
sinh_quyển,1,2,9,11,0
baoanh,1,1,6,6,0
bại_lộ,1,2,5,8,0
cái_chết_trắng,1,3,12,17,0
loá_mắt,1,2,6,9,0
nylon,1,1,5,5,0
hình_chữ_nhật,1,3,11,16,0
nilon,1,1,5,5,0
antv,1,1,4,4,0
nilông,1,1,6,7,0
thảng_thốt,1,2,9,12,0
lộp_độp,1,2,6,10,0
lơ_mơ,1,2,4,6,0
gầm_rú,1,2,5,8,0
hồi_âm,1,2,5,8,0
tịn,1,1,3,4,0
cử_nhân_viên,1,3,10,14,0
phuc,1,1,4,4,0
khao,1,1,4,4,0
bài_làm,1,2,6,8,0
chù,1,1,3,4,0
thi_cử,1,2,5,7,0
hoà_nhạc,1,2,7,9,0
bar,1,1,3,3,0
​mỹ,1,1,3,4,0
đầu_đơn,1,2,6,9,0
chau,1,1,4,4,0
giới_nghiêm,1,2,10,13,0
thiên_chúa_giáo,1,3,13,16,0
y_chang,1,2,6,6,0
đối_đáp,1,2,6,9,0
công_viên_nước,1,3,12,17,0
khí_đốt,1,2,6,9,0
ngưng_tụ,1,2,7,9,0
kiêm_nhiệm_chức,1,3,13,18,0
hoá_lỏng,1,2,7,9,0
đổ_vỡ,1,2,4,8,0
feeling,1,1,7,7,0
trân,1,1,4,5,0
coffee,1,1,6,6,0
nhãn_mác,1,2,7,9,0
sony,1,1,4,4,0
đương_đại,1,2,8,11,0
csở,1,1,3,5,0
media,1,1,5,5,0
truong,1,1,6,6,0
tái_ngộ,1,2,6,9,0
vướng,1,1,6,8,0
thù,1,1,4,4,0
bảnh_bao,1,2,7,8,0
công_chiếu,1,2,9,12,0
đính_hôn,1,2,7,9,0
thắng_cảnh,1,2,9,12,0
máy_phát_điện,1,3,11,15,0
từ_giã,1,2,5,8,0
chính_kịch,1,2,9,11,0
bùa_chú,1,2,6,8,0
mê_cung,1,2,6,7,0
chủ_nghĩa_hiện_thực,1,4,16,22,0
lao_công,1,2,7,8,0
tư_nhân_hoá,1,3,9,12,0
thợ_điện,1,2,7,11,0
thợ_may,1,2,6,8,0
wind,1,1,4,4,0
that,1,1,4,4,0
shakes,1,1,6,6,0
barley,1,1,6,6,0
bảng_vàng,1,2,8,10,0
khéo_léo,1,2,7,9,0
biên_soạn,1,2,8,10,0
dộc,1,1,3,5,0
đáo,1,1,3,4,0
trợ_cấp,1,2,6,10,0
only,1,1,4,4,0
end,1,1,3,3,0
world,1,1,5,5,0
“_son,1,2,4,4,0
biên_kịch,1,2,8,10,0
chạng_vạng,1,2,9,11,0
nhãn_quan,1,2,8,9,0
quyền_anh,1,2,8,10,0
tiểu_sử,1,2,6,10,0
phông,1,1,5,6,0
dung_dị,1,2,6,7,0
sở-ngành.,1,1,9,12,0
công_nghệ_phần_mềm,1,4,15,22,0
tổng_ngân_sách,1,3,12,16,0
metronet,1,1,8,8,0
cơ_chế_thị_trường,1,4,14,21,0
oách,1,1,4,5,0
phầm,1,1,4,6,0
lập_trình_viên,1,3,12,16,0
đặt_hàng_đào_tạo,1,4,13,18,0
francs,1,1,6,6,0
​khánh,1,1,6,7,0
phác_thảo,1,2,8,10,0
điểm_cao,1,2,7,9,0
khai_quật,1,2,8,10,0
franc,1,1,5,5,0
xãy,1,1,3,4,0
nguoi,1,1,5,5,0
tích_tắc,1,2,7,10,0
giông_tố,1,2,7,10,0
huế,1,1,3,5,0
huyện_thị,1,2,8,11,0
co_ro,1,2,4,4,0
máy_cày,1,2,6,8,0
bỉnh,1,1,4,5,0
tận_tình,1,2,7,10,0
dã_ngoại,1,2,7,9,0
tầm_cỡ,1,2,5,9,0
nguyên_sinh,1,2,10,11,0
cáp,1,1,4,4,0
triển,1,1,6,7,0
mạng,1,1,5,5,0
gọi,1,1,4,4,0
phản,1,1,5,5,0
sapa,1,1,4,4,0
disneyland,1,1,10,10,0
sa_pa,1,2,4,4,0
mưa_gió,1,2,6,8,0
hải_trình,1,2,8,10,0
tàu_ngầm,1,2,7,10,0
tổng_lãnh_sự,1,3,10,15,0
tuỳ_viên,1,2,7,9,0
tàu_tàu,1,2,6,8,0
nữ_trung_tá,1,3,9,12,0
quà,1,1,4,4,0
joachim,1,1,7,7,0
loew,1,1,4,4,0
nhật,1,1,5,6,0
lỡ,1,1,3,4,0
hẹn,1,1,4,4,0
vắng,1,1,5,6,0
cách,1,1,5,5,0
vì,1,1,3,3,0
nặng,1,1,5,6,0
lựa,1,1,4,5,0
chọn,1,1,5,5,0
túc,1,1,4,4,0
tắc,1,1,4,5,0
háng,1,1,5,5,0
nào,1,1,4,4,0
bình,1,1,5,5,0
phục,1,1,5,5,0
phát,1,1,5,5,0
biểu,1,1,5,6,0
đòn,1,1,4,4,0
ủi,1,1,3,3,0
vẫn,1,1,4,5,0
đảm,1,1,4,4,0
marco,1,1,5,5,0
reus,1,1,4,4,0
tệ_hại,1,2,5,8,0
ter,1,1,3,3,0
ter-stegen,1,1,10,10,0
buồn_bã,1,2,6,9,0
xui_xẻo,1,2,6,7,0
giãi_bày,1,2,7,9,0
hào_hùng,1,2,7,9,0
hào_sảng,1,2,7,9,0
nghệ_sĩ_nhân_dân,1,4,13,18,0
vnexpress,1,1,9,9,0
opera,1,1,5,5,0
bi_hùng,1,2,6,7,0
tâm_bão,1,2,6,8,0
bom_đạn,1,2,6,7,0
thời_bình,1,2,8,11,0
kháng_chiến,1,2,10,13,0
tùm,1,1,3,4,0
kíp,1,1,3,4,0
bà_xã,1,2,4,6,0
ân_xá,1,2,4,6,0
quốc_tế_phụ_nữ,1,4,11,18,0
bất_công,1,2,7,10,0
dị,1,1,2,3,0
nước_anh,1,2,7,10,0
angelina,1,1,8,8,0
jolie,1,1,5,5,0
chen_lấn,1,2,7,9,0
vệ_sĩ,1,2,4,7,0
xã_hội_để,1,3,7,12,0
gigi,1,1,4,4,0
hadid,1,1,5,5,0
jaimie,1,1,6,6,0
king,1,1,4,4,0
chúng_mày,1,2,8,10,0
'_kiều,1,2,5,7,0
vợ_chồng_son,1,3,10,14,0
kỷ_vật,1,2,5,8,0
lua,1,1,3,3,0
hotgirl,1,1,7,7,0
phi_vụ,1,2,5,6,0
xiếc,1,1,4,6,0
cây_xanh,1,2,7,8,0
lưới_điện,1,2,8,13,0
động_từ,1,2,6,10,0
giầy_dép,1,2,7,10,0
giày_dép,1,2,7,9,0
cpi,1,1,3,3,0
tổng_cục_thống,1,3,12,17,0
gồm,1,1,4,5,0
tế,1,1,3,4,0
giáo,1,1,5,5,0
dục,1,1,4,4,0
vựa_lúa,1,2,6,9,0
sat,2,1,3,3,0
kết_cục,2,2,6,9,0
ân_hận,2,2,5,8,0
hashtag,2,1,7,7,0
ổ_chuột,2,2,6,10,0
tiểu_bang,2,2,8,10,0
ngược_đãi,2,2,8,12,0
ác_mộng,2,2,6,9,0
tweet,2,1,5,5,0
chuyên_trách,2,2,11,13,0
cuong,2,1,5,5,0
buc,2,1,3,3,0
thieu,2,1,5,5,0
yeu,2,1,3,3,0
mồi,2,1,3,5,0
vật_vã,2,2,5,8,0
đồ_hoạ,2,2,5,8,0
al-qaeda.,2,1,9,9,0
hãm_hại,2,2,6,8,0
ba_lô,2,2,4,5,0
mưu_đồ,2,2,5,8,0
giáo_sĩ,2,2,6,8,0
biện_minh,2,2,8,10,0
luận_tội,2,2,7,11,0
quảng_trị,2,2,8,10,0
tan_nát,2,2,6,7,0
bột_phát,2,2,7,10,0
vỡ_lở,2,2,4,8,0
giải_sầu,2,2,7,10,0
vồ,2,1,2,4,0
toạ,2,1,3,4,0
cấp_dưỡng,2,2,8,13,0
con_thơ,2,2,6,7,0
bơ_vơ,2,2,4,6,0
anh_chị_em,2,3,8,9,0
tưởng_chừng,2,2,10,15,0
lon,2,1,3,3,0
chăm_nom,2,2,7,8,0
đồn_đại,2,2,6,9,0
sự_tình,2,2,6,9,0
đoàn_tụ,2,2,6,8,0
đau_khổ,2,2,6,8,0
cắm_sừng,2,2,7,11,0
suy_sụp,2,2,6,7,0
kích_động,2,2,8,11,0
dằn_mặt,2,2,6,10,0
nguồn,2,1,6,7,0
hỗ,2,1,3,4,0
kỹ,2,1,3,3,0
thuật,2,1,6,7,0
dưỡng,2,1,6,8,0
nhật,2,1,4,6,0
vĩ_mô,2,2,4,6,0
ngặt_nghèo,2,2,9,12,0
đồng_nội,2,2,7,11,0
thuốc_men,2,2,8,10,0
đèn_xanh,2,2,7,8,0
xe_ôm,2,2,4,5,0
bộ_hành,2,2,6,9,0
ngày_công,2,2,8,10,0
dè_chừng,2,2,7,10,0
nhân_dạng,2,2,8,10,0
ác_nhân,2,2,6,8,0
bất_diệt,2,2,7,11,0
x-men,2,1,5,5,0
khai_sinh,2,2,8,8,0
chiếm_hữu,2,2,8,12,0
khả_quan,2,2,7,8,0
xịn,2,1,3,4,0
cực_đại,2,2,6,9,0
khu_biệt,2,2,7,9,0
thự,2,1,3,5,0
tạo_lập,2,2,6,9,0
sổ_sách,2,2,6,9,0
vòi,2,1,3,4,0
quên_mình,2,2,8,10,0
hai_mươi,2,2,7,9,0
loay_hoay,2,2,8,8,0
người_bị_hại,2,3,10,15,0
ngón_cái,2,2,7,9,0
băng_bó,2,2,6,8,0
dư_chấn,2,2,6,9,0
hệt,2,1,3,5,0
cấu_hình,2,2,7,10,0
tranh_giành,2,2,10,11,0
quanh_năm,2,2,8,9,0
tiên_quyết,2,2,9,12,0
nội_thất,2,2,7,11,0
resort,2,1,6,6,0
tâm_đắc,2,2,6,9,0
bất_hợp_lý,2,3,8,13,0
vn,2,1,2,2,0
phạm_pháp,2,2,8,10,0
tiểu_thương,2,2,10,14,0
ki-ốt,2,1,5,7,0
phục_tùng,2,2,8,10,0
sưa,2,1,3,4,0
cây_gỗ,2,2,5,8,0
bóc,2,1,3,4,0
dùi_cui,2,2,6,7,0
đao_kiếm,2,2,7,9,0
kho_bãi,2,2,6,7,0
yên_ổn,2,2,5,8,0
nguyễn_ngọc,2,2,10,13,0
tờ_trình,2,2,7,10,0
ràng_buộc,2,2,8,11,0
thể_xác,2,2,6,9,0
nhắm_mắt,2,2,7,11,0
mặc_niệm,2,2,7,11,0
nghênh,2,1,6,7,0
thảm_sát,2,2,7,9,0
ấu_trĩ,2,2,5,8,0
bản_tính,2,2,7,9,0
tàn_phá,2,2,6,8,0
đầu_hàng,2,2,7,10,0
điều_kinh,2,2,8,10,0
tù_binh,2,2,6,7,0
công_ước_viên,2,3,11,16,0
biển_báo,2,2,7,10,0
scan,2,1,4,4,0
cư_xử,2,2,4,7,0
cha_ông,2,2,6,7,0
tận_tâm,2,2,6,9,0
nuôi_nấng,2,2,8,11,0
danh_nghĩa,2,2,9,10,0
ẩn_cư,2,2,4,7,0
chào_đời,2,2,7,10,0
nhiệt_hạch,2,2,9,12,0
thân_phận,2,2,8,11,0
vô_danh,2,2,6,7,0
bước_đường,2,2,9,15,0
mãn_nguyện,2,2,9,12,0
nếp,2,1,3,5,0
tẩu,2,1,3,5,0
đầy_ắp,2,2,5,9,0
xoăn,2,1,4,5,0
giả_dối,2,2,6,9,0
đài_phát_thanh,2,3,12,14,0
dân_tộc_thiểu_số,2,4,13,20,0
buýt,2,1,4,5,0
al-assad.,2,1,9,9,0
thành_luỹ,2,2,8,10,0
nổi_dậy,2,2,6,10,0
khoan_nhượng,2,2,11,14,0
cột_trụ,2,2,6,9,0
tây_nguyên,2,2,9,11,0
láng,2,1,4,5,0
cầu_là,2,2,5,8,0
sơ_sài,2,2,5,7,0
dịch_chuyển,2,2,10,13,0
hao_hụt,2,2,6,7,0
gần,2,1,4,5,0
thượng_hạng,2,2,10,14,0
đồng_nhất,2,2,8,12,0
tối_tân,2,2,6,9,0
chốt,2,1,5,6,0
bán,2,1,4,4,0
tượng,2,1,6,8,0
sắc_cạnh,2,2,7,10,0
đủ,2,1,3,3,0
chuyến,2,1,7,8,0
dài,2,1,4,4,0
carbon,2,1,6,6,0
môtô,2,1,4,6,0
hầm_hố,2,2,5,9,0
giảm_xóc,2,2,7,9,0
bình_dân,2,2,7,9,0
thanh_thoát,2,2,10,11,0
yếm,2,1,3,5,0
chủ_đạo,2,2,6,8,0
cấp,2,1,4,5,0
cạnh,2,1,5,5,0
mạch,2,1,5,5,0
chiều,2,1,6,7,0
liền,2,1,5,6,0
gọn,2,1,4,4,0
vẻ,2,1,3,3,0
ngoài,2,1,6,6,0
chắc,2,1,5,6,0
độ,2,1,3,4,0
hiệu_suất,2,2,8,12,0
tin_yêu,2,2,6,7,0
uy_lực,2,2,5,7,0
đại_bác,2,2,6,8,0
trơn,2,1,4,5,0
dò_tìm,2,2,5,7,0
cơ_khí,2,2,5,7,0
phân_tán,2,2,7,9,0
duyệt_binh,2,2,9,11,0
cờ_bạc,2,2,5,8,0
cá_cược,2,2,6,10,0
thủ_quỹ,2,2,6,8,0
con_bạc,2,2,6,7,0
xa_lộ,2,2,4,6,0
rạch,2,1,4,5,0
công_đoạn,2,2,8,10,0
hoà_nhập,2,2,7,10,0
giáo_án,2,2,6,8,0
ý_nghĩ,2,2,5,7,0
bỏ_ngỏ,2,2,5,7,0
sụt_lở,2,2,5,8,0
mưa_bão,2,2,6,8,0
newton,2,1,6,6,0
động_trời,2,2,8,12,0
cầu_thị,2,2,6,9,0
hứng_thú,2,2,7,10,0
fanpage,2,1,7,7,0
dai,2,1,3,3,0
đạo_cụ,2,2,5,7,0
giúp_sức,2,2,7,10,0
đức_thịnh,2,2,8,11,0
lướt,2,1,4,7,0
comment,2,1,7,7,0
chê,2,1,3,4,0
có_hạn,2,2,5,7,0
xoa_dịu,2,2,6,7,0
sờ_gáy,2,2,5,8,0
kính_phục,2,2,8,10,0
dược_phẩm,2,2,8,13,0
mập_mờ,2,2,5,9,0
tròn_trĩnh,2,2,9,11,0
dáng,2,1,4,5,0
đơn_thân,2,2,7,9,0
nguyễn_huệ,2,2,9,13,0
vóc_dáng,2,2,7,9,0
sinh_nở,2,2,6,8,0
thơ_mộng,2,2,7,10,0
tỉ_mỉ,2,2,4,6,0
đá_quý,2,2,5,7,0
chiết,2,1,5,7,0
eo,2,1,2,2,0
thần_thái,2,2,8,11,0
đôi_lứa,2,2,6,9,0
cách_điệu,2,2,8,11,0
dịu,2,1,3,4,0
mạng_nhện,2,2,8,11,0
chân_đất,2,2,7,10,0
cò,2,1,2,3,0
đa_nhiệm,2,2,7,9,0
hẻo_lánh,2,2,7,9,0
hồi_sinh,2,2,7,9,0
xa_xôi,2,2,5,6,0
sát_sao,2,2,6,7,0
bin,2,1,3,3,0
vô_căn_cứ,2,3,7,11,0
oanh_kích,2,2,8,9,0
mở_đường,2,2,7,12,0
folder,2,1,6,6,0
polymer,2,1,7,7,0
cotton,2,1,6,6,0
phú_quốc,2,2,7,10,0
nhà_nhà,2,2,6,8,0
quỵt,2,1,4,5,0
thở_phào,2,2,7,10,0
trỗi,2,1,4,6,0
chạy_đua,2,2,7,8,0
buồi,2,1,4,6,0
thất,2,1,5,6,0
cả,2,1,3,3,0
cũ,2,1,3,3,0
tòa,2,1,4,4,0
cáo,2,1,4,4,0
chấp,2,1,5,6,0
gym,2,1,3,3,0
yoga,2,1,4,4,0
đoàn_ngoại_giao,2,3,13,15,0
giảm_phát,2,2,8,10,0
rậm,2,1,3,5,0
lao_lý,2,2,5,6,0
túm,2,1,3,4,0
hồi_đáp,2,2,6,9,0
giả_mạo,2,2,6,8,0
nghĩa_vụ_quân_sự,2,4,13,18,0
quân_y,2,2,5,6,0
bà,2,1,3,3,0
trú,2,1,4,4,0
đình,2,1,5,5,0
giấy,2,1,5,6,0
vị,2,1,3,3,0
gái,2,1,4,4,0
hà_tĩnh,2,2,6,8,0
cắt_cử,2,2,5,9,0
giống_hệt,2,2,8,12,0
quỳ,2,1,3,4,0
lạy,2,1,3,4,0
gấm,2,1,3,5,0
vật,2,1,4,5,0
thần_linh,2,2,8,10,0
thực_hư,2,2,6,9,0
tận_mắt,2,2,6,10,0
thờ,2,1,3,5,0
vái_lạy,2,2,6,8,0
khấn,2,1,4,6,0
tinh_tế,2,2,6,8,0
tràn_đầy,2,2,7,10,0
",_anh",2,2,4,4,0
chiến_sự,2,2,7,11,0
ghìm,2,1,4,5,0
hung_dữ,2,2,6,8,0
hung_tợn,2,2,7,9,0
phân_bón,2,2,7,9,0
lường,2,1,5,8,0
viễn_cảnh,2,2,8,11,0
kho_bạc,2,2,6,7,0
bản_địa,2,2,6,8,0
startup,2,1,7,7,0
vô_điều_kiện,2,3,10,15,0
thành_ý,2,2,6,8,0
hangar,2,1,6,6,0
slide,2,1,5,5,0
raft,2,1,4,4,0
tài_giỏi,2,2,7,9,0
tài_phiệt,2,2,8,11,0
phô_trương,2,2,9,12,0
xu,2,1,2,2,0
nguyễn_hoàng,2,2,11,14,0
nhập_học,2,2,7,10,0
giăng,2,1,5,6,0
phì,2,1,3,4,0
phì_nộn,2,2,6,9,0
lực_lưỡng,2,2,8,13,0
is,2,1,2,2,0
nằm_vùng,2,2,7,10,0
vùng_vẫy,2,2,7,10,0
trở_tay,2,2,6,8,0
trấn_áp,2,2,6,9,0
mút,2,1,3,4,0
tự_vệ,2,2,4,8,0
tàu_chiến,2,2,8,11,0
hung_hăng,2,2,8,9,0
chat,2,1,4,4,0
chem,2,1,4,4,0
hạ_long,2,2,6,7,0
v,2,1,1,1,0
toàn_bộ_đội,2,3,9,14,0
sành_điệu,2,2,8,11,0
wave,2,1,4,4,0
rsx,2,1,3,3,0
tri,2,1,3,3,0
vật_chứng,2,2,8,12,0
động_phòng,2,2,9,12,0
dân_phòng,2,2,8,10,0
túc.tỉnh,2,1,8,10,0
trung_tướng,2,2,10,13,0
biệt_phái,2,2,8,11,0
úp_mở,2,2,4,7,0
trên_tài,2,2,7,9,0
lỉnh_kỉnh,2,2,8,10,0
tỵ,2,1,2,3,0
dựa_dẫm,2,2,6,10,0
căm_xe,2,2,5,6,0
tử_nạn,2,2,5,8,0
toạ_đàm,2,2,6,8,0
nổi_danh,2,2,7,9,0
mù_quáng,2,2,7,9,0
thám_tử,2,2,6,9,0
sê,2,1,2,3,0
ri,2,1,2,2,0
giả_tưởng,2,2,8,12,0
sinh_lực,2,2,7,9,0
có_ích,2,2,5,7,0
đi_đêm,2,2,5,6,0
trưng_cầu_ý_dân,2,4,12,17,0
dứt_khoát,2,2,8,11,0
bản_doanh,2,2,8,9,0
đuợc,2,1,4,6,0
bành_trướng,2,2,10,14,0
cứu_vớt,2,2,6,10,0
hoà_hợp,2,2,6,9,0
hoạt_chất,2,2,8,11,0
chọn_lọc,2,2,7,9,0
đầu_từ,2,2,5,9,0
gội,2,1,3,5,0
tràn_ngập,2,2,8,11,0
tiệc_tùng,2,2,8,11,0
mặn_nồng,2,2,7,11,0
giáng_sinh,2,2,9,10,0
nến,2,1,3,5,0
thầm_lặng,2,2,8,12,0
hi_sinh,2,2,6,6,0
tiêu_bản,2,2,7,9,0
nhân_thể,2,2,7,10,0
phẩu,2,1,4,6,0
hạc,2,1,3,4,0
hầu_bao,2,2,6,8,0
apple,2,1,5,5,0
cử_nhân,2,2,6,9,0
bao_quát,2,2,7,8,0
thương_thảo,2,2,10,13,0
phân_nửa,2,2,7,10,0
bệnh,2,1,5,6,0
thở,2,1,4,5,0
sàng,2,1,5,5,0
quả,2,1,4,4,0
sót,2,1,3,4,0
thanh_lọc,2,2,8,9,0
khử_trùng,2,2,8,11,0
chết_trôi,2,2,8,11,0
hoà_tan,2,2,6,7,0
chọn_lựa,2,2,7,10,0
tổng_lượng,2,2,9,14,0
rưỡi,2,1,4,7,0
cột_xăng,2,2,7,10,0
chịu_thua,2,2,8,9,0
đại_trà,2,2,6,8,0
tại_trận,2,2,7,10,0
mở_hàng,2,2,6,9,0
cách_biệt,2,2,8,11,0
tổng_tư_lệnh,2,3,10,15,0
thượng_nghị_sĩ,2,3,12,17,0
tổng_tuyển_cử,2,3,11,17,0
phản_bác,2,2,7,9,0
nhập_cảnh,2,2,8,11,0
thẳng_tay,2,2,8,10,0
sinh_vật,2,2,7,9,0
môi_trường_sinh_thái,2,4,17,22,0
kiểm_dịch,2,2,8,11,0
tập_kích,2,2,7,10,0
bất_mãn,2,2,6,9,0
suy_yếu,2,2,6,8,0
quân_chính,2,2,9,11,0
tổng_tiến_công,2,3,12,17,0
quân_lính,2,2,8,10,0
vừa_phải,2,2,7,10,0
động_cơ_diesel,2,3,12,15,0
suzuki,2,1,6,6,0
nhật_bản,2,2,7,10,0
mini,2,1,4,4,0
địa_hình,2,2,7,9,0
bù_đắp,2,2,5,8,0
chối_bỏ,2,2,6,9,0
ngơ_ngác,2,2,7,9,0
khuôn_mẫu,2,2,8,11,0
quy_đổi,2,2,6,8,0
lạ_tai,2,2,5,6,0
xác_đáng,2,2,7,9,0
