Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
thế_vận_động,1,3,10,16,1
duy_linh_luận,1,3,11,13,1
tợ,1,1,2,4,1
đồng_cô,1,2,6,9,1
hoạ_vô_đơn_chí,1,4,11,15,1
lương_dân,1,2,8,11,1
đường_quốc_lộ,1,3,11,18,1
diểm,1,1,4,6,1
kinh_tế_hoá,1,3,9,12,1
hàm_ngôn,1,2,7,9,1
minh_bạch_hoá,1,3,11,13,1
từ_pháp,1,2,6,9,1
phưu,1,1,4,5,1
đình_trung,1,2,9,10,1
ngữ_ngôn,1,2,7,10,1
nhàm_tai,1,2,7,8,1
lịch_duyệt,1,2,9,12,1
vức,1,1,3,5,1
đầu_tầu,1,2,6,10,1
bí_bách,1,2,6,8,1
quân_chủ_lập_hiến,1,4,14,20,1
chắc_tay,1,2,7,9,1
tồng,1,1,4,6,1
siêu_âm,1,2,6,8,1
khoáng,1,1,6,7,1
đạo_đức_này,1,3,9,13,1
sao_chụp,1,2,7,8,1
chỏng_chơ,1,2,8,10,1
cao_niên,1,2,7,8,1
hình_hoạ,1,2,7,9,1
hậu_sản,1,2,6,9,1
bãi_nhiệm,1,2,8,11,1
bất_khả_kháng,1,3,11,15,1
thượng_viện,1,2,10,15,1
bẹ,1,1,2,3,1
dân_chủ_tập_trung,1,4,14,18,1
quang_học,1,2,8,9,1
thập_lục,1,2,7,10,1
lí_thuyết_thông_tin,1,4,16,20,1
dàn_nhạc_giao_hưởng,1,4,16,21,1
gục_gặc,1,2,6,9,1
chủ_nghĩa_quốc_xã,1,4,14,19,1
địa_vật_lý,1,3,8,12,1
hiện_tượng_và,1,3,11,17,1
tống_đạt,1,2,7,10,1
hưu_quạnh,1,2,8,10,1
thán_từ,1,2,6,9,1
kỳ_tình,1,2,6,8,1
tham_bát_bỏ_mâm,1,4,12,15,1
hậu_quân,1,2,7,10,1
khuynh_thành,1,2,11,12,1
khuất_tất,1,2,8,12,1
màn_gió,1,2,6,8,1
tiểu_chủ,1,2,7,10,1
cầu_toàn,1,2,7,10,1
loe_loé,1,2,6,7,1
hội_đồng_quản_trị,1,4,14,20,1
nển,1,1,3,5,1
tụ_điểm,1,2,6,9,1
thể_tất,1,2,6,10,1
trà_nóng,1,2,7,9,1
tư_điền,1,2,6,9,1
chất_xám,1,2,7,10,1
chỉ_thiên,1,2,8,10,1
hoà_hiệp,1,2,7,10,1
ton,1,1,3,3,1
lưởi,1,1,4,7,1
hạ_chí,1,2,5,7,1
xã_hội_tiến,1,3,9,14,1
tamg,1,1,4,4,1
thiếu_phụ_tác,1,3,11,15,1
tân_cảng,1,2,7,9,1
âm_chủ,1,2,5,7,1
chế_bản,1,2,6,9,1
kết_tóc,1,2,6,9,1
phâm,1,1,4,5,1
bài_tính,1,2,7,9,1
điêu_khắc_gia,1,3,11,14,1
tiếng_rằng,1,2,9,13,1
tổng_tài,1,2,7,10,1
siêu_trọng,1,2,9,11,1
bánh_trôi,1,2,8,10,1
đặc_trưng_thể,1,3,11,16,1
nhà_lành,1,2,7,9,1
quá_cảnh,1,2,7,9,1
siêu_việt_thể,1,3,11,16,1
vỉ,1,1,2,3,1
hoang_đàng,1,2,9,10,1
nhiểm,1,1,5,7,1
hen_suyễn,1,2,8,10,1
hào_khí,1,2,6,8,1
người_thân_thể,1,3,12,18,1
nữ_sắc,1,2,5,9,1
người_hoả,1,2,8,12,1
huấn_luyện_viên,1,3,13,18,1
lưỡi_trai,1,2,8,11,1
dị_kỳ,1,2,4,6,1
cốt_sao,1,2,6,8,1
năm_châu_bốn_biển,1,4,14,20,1
quan_niệm_hoá,1,3,11,14,1
bạch_đầu_quân,1,3,11,15,1
tính_tình_huống,1,3,13,17,1
khuống,1,1,6,8,1
hợm_hĩnh,1,2,7,10,1
nhị_kiều,1,2,7,10,1
trạng_thái_thống,1,3,14,18,1
sền_sệt,1,2,6,10,1
họp_hành,1,2,7,9,1
cô_tịch,1,2,6,8,1
thoả_ước,1,2,7,11,1
móc_máy,1,2,6,8,1
xay_xát,1,2,6,7,1
âm_tố,1,2,4,7,1
chữ_son,1,2,6,8,1
dĩ_thực_vi_tiên,1,4,12,16,1
mít_đặc,1,2,6,9,1
hội_tề,1,2,5,9,1
chính_xác_hoá,1,3,11,14,1
tâp,1,1,3,4,1
xã_hội_học_sinh_thái,1,5,16,21,1
công_minh,1,2,8,9,1
công_bố_tác,1,3,9,13,1
bọng_đái,1,2,7,9,1
tiết_tháo,1,2,8,11,1
bến_bãi,1,2,6,9,1
phút_chốc_hoá,1,3,11,15,1
liên_tịch,1,2,8,10,1
ức_thuyết,1,2,8,12,1
mánh,1,1,4,5,1
khít_khao,1,2,8,9,1
ăn_may,1,2,5,6,1
khắc_ghi,1,2,7,9,1
đình_bản,1,2,7,9,1
quá_sá,1,2,5,7,1
duật,1,1,4,6,1
huyết_tộc,1,2,8,12,1
đi_hoang,1,2,7,7,1
học_cụ_thể,1,3,8,12,1
bi_kịch_gia,1,3,9,10,1
hôn_mê,1,2,5,7,1
nữ_quyền_gia,1,3,10,14,1
thực_lợi_hoá,1,3,10,15,1
vản,1,1,3,4,1
cân_não,1,2,6,8,1
giản_tiện,1,2,8,11,1
yện,1,1,3,5,1
ông_chẳng_bà_chuộc,1,4,15,21,1
tự_hồ,1,2,4,8,1
măng_cụt,1,2,7,9,1
nhà_táng,1,2,7,9,1
ngồn,1,1,4,6,1
quoái,1,1,5,6,1
dả,1,1,2,3,1
nhân_vật_thức,1,3,11,16,1
tỉ_lệ_thuận,1,3,9,14,1
thuộc_quốc,1,2,9,13,1
đặc_dị,1,2,5,8,1
tu_nghiệp,1,2,8,10,1
vụng_dại,1,2,7,9,1
hồi_văn,1,2,6,9,1
nhu_thuận,1,2,8,10,1
đo_đạc,1,2,5,6,1
ra_đi,1,2,4,4,1
sương_muối,1,2,9,13,1
khoá_trình,1,2,9,11,1
di_cốt,1,2,5,7,1
hiền_thê,1,2,7,10,1
chuội,1,1,5,7,1
đều_hoà,1,2,6,9,1
soái,1,1,4,5,1
biến_kiều,1,2,8,12,1
xố,1,1,2,4,1
lũ_lĩ,1,2,4,6,1
mĩ_ý_thức,1,3,7,11,1
cùng_tận,1,2,7,10,1
tập_kích,1,2,7,10,1
hạp,1,1,3,4,1
phân_loại_thể,1,3,11,15,1
lật_mặt,1,2,6,10,1
lạm_phát,1,2,7,9,1
bình_luận_kiều,1,3,12,17,1
tàng_tàng,1,2,8,10,1
trạng_từ,1,2,7,10,1
trục_hoành,1,2,9,11,1
hướng_hoá,1,2,8,12,1
khai_quang,1,2,9,9,1
bàn_tới_bàn_lui,1,4,12,16,1
đảo_chính,1,2,8,10,1
biến_điệu,1,2,8,12,1
nhều,1,1,4,6,1
tù_đọng,1,2,6,8,1
thương_phẩm,1,2,10,14,1
gương_nga,1,2,8,10,1
trị_thuỷ,1,2,7,9,1
mỹ_ấy,1,2,4,7,1
xắp,1,1,3,5,1
pia,1,1,3,3,1
ngữ_cảnh_hoá,1,3,10,14,1
thưởng_phạt,1,2,10,14,1
mì_ăn_liền,1,3,8,12,1
thểm,1,1,4,6,1
đại_phàm,1,2,7,9,1
xuyển,1,1,5,7,1
chiến_tranh_tôn_giáo,1,4,17,21,1
phù_trì,1,2,6,8,1
tuấn_kiệt,1,2,8,12,1
giãy_chết,1,2,8,11,1
chế_độ_sở_hữu,1,4,10,18,1
so_bì,1,2,4,5,1
sinh_hoá,1,2,7,8,1
hương_bộ,1,2,7,11,1
bằng_an,1,2,6,8,1
thế_phiệt,1,2,8,12,1
liên_hồi_kỳ_trận,1,4,13,19,1
dốt_đặc,1,2,6,10,1
dâm_bôn,1,2,6,8,1
cương_thường_hoá,1,3,14,20,1
khoán_ước,1,2,8,12,1
túm_năm_tụm_ba,1,4,11,14,1
đấnh,1,1,4,6,1
hồng_nhan_bạc_mệnh,1,4,15,20,1
ngoại_ngạch,1,2,10,12,1
tồn_kho,1,2,6,8,1
mơ_hồ_hoá,1,3,7,11,1
cố_định_hoá,1,3,9,13,1
huyết_chiến,1,2,10,14,1
từ_tâm_trạng,1,3,10,14,1
vương_đạo,1,2,8,11,1
da_bánh_mật,1,3,9,12,1
cuôc,1,1,4,5,1
dãn_nở,1,2,5,8,1
kịch_trường,1,2,10,14,1
tân_nghệ_thuật,1,3,12,17,1
xuất_giá,1,2,7,10,1
thực_hiện_đại,1,3,11,16,1
hối_đoái,1,2,7,10,1
văn_chương_trình_bày,1,4,17,22,1
tàu_điện,1,2,7,10,1
hố_đen,1,2,5,7,1
chủ_nghĩa_duy_mỹ,1,4,13,16,1
sách_gối_đầu_giường,1,4,16,24,1
máy_kéo,1,2,6,8,1
trận_đồ,1,2,6,10,1
sinh_dưỡng,1,2,9,12,1
vốn_cố_định,1,3,9,14,1
chuyển_loại,1,2,10,13,1
nối_mạng,1,2,7,10,1
xà_bông,1,2,6,8,1
ngoại_diên,1,2,9,11,1
cách_mạng_kỹ_thuật,1,4,15,20,1
phụ_chính,1,2,8,10,1
lờ_phờ,1,2,5,9,1
chiến_tranh_phá_hoại,1,4,17,21,1
thuyềt,1,1,6,8,1
hiếp_bức,1,2,7,11,1
bản_ngữ,1,2,6,9,1
thần_kỳ_hoá,1,3,9,13,1
tổng_lượng,1,2,9,14,1
vây_hãm,1,2,6,8,1
con_chiên_ghẻ,1,3,11,13,1
nhân_định_thắng_thiên,1,4,18,23,1
biền_văn,1,2,7,10,1
thiên_kim_tiểu_thư,1,4,15,19,1
tột_bực,1,2,6,10,1
tương_quan_quyền_lực,1,4,17,23,1
phản_giáo_dục,1,3,11,14,1
thầy_dòng,1,2,8,11,1
hạ_sát,1,2,5,7,1
hàng_hoá_hoá,1,3,10,13,1
hung_khí,1,2,7,8,1
úp_thìa,1,2,6,8,1
thủ_thành,1,2,8,10,1
chân_quê,1,2,7,9,1
tập_nhiễm,1,2,8,12,1
dâu_rể,1,2,5,8,1
hỉn,1,1,3,4,1
tinh_hoàn,1,2,8,9,1
vật_lý_hạt_nhân,1,4,12,17,1
tiêu_mòn,1,2,7,9,1
nhật_kí_son,1,3,9,12,1
một_mất_một_còn,1,4,12,19,1
rồn,1,1,3,5,1
bất_định_thể,1,3,10,15,1
kết_đọng,1,2,7,10,1
kí_sự_hoá,1,3,7,11,1
tràng_kỉ,1,2,7,9,1
sấp_ngửa,1,2,7,11,1
biên_bản_hoá,1,3,10,13,1
từng_li_từng_tí,1,4,12,17,1
đặc_san,1,2,6,8,1
số_ít_ỏi,1,3,6,10,1
uẩn_súc,1,2,6,9,1
ve_vuốt,1,2,6,8,1
nhạc_phẩm,1,2,8,11,1
đương_lượng,1,2,10,15,1
thầy_cả,1,2,6,9,1
đầu_cuối,1,2,7,11,1
chính_uỷ,1,2,7,9,1
gia_đình_dương,1,3,12,15,1
gườm,1,1,4,7,1
chân_lý_tuyệt_đối,1,4,14,20,1
sản_khoa,1,2,7,8,1
ba_lông,1,2,6,7,1
thông_đồng,1,2,9,12,1
nói_tục,1,2,6,8,1
cố_cựu,1,2,5,9,1
ngẳng,1,1,5,7,1
nhà_khoa,1,2,7,8,1
tranh_sơn_thuỷ,1,3,12,14,1
dược_học,1,2,7,11,1
hồ_sơ_hoá,1,3,7,11,1
ủ_bệnh,1,2,5,8,1
tranh_truyện,1,2,11,13,1
tống_tiền,1,2,8,12,1
chọc_giận,1,2,8,11,1
tàn_nhang,1,2,8,9,1
xuyết,1,1,5,7,1
phây,1,1,4,5,1
đại_tiện,1,2,7,10,1
thơ_nôm_đường,1,3,11,16,1
trạng_sư,1,2,7,9,1
đơn_thuần_hoá,1,3,11,15,1
phập_phù,1,2,7,10,1
trạng_ngữ,1,2,8,11,1
địa_vực_hoá,1,3,9,13,1
thổ_ty,1,2,5,7,1
cấu_xé,1,2,5,8,1
thẩm_xét,1,2,7,10,1
ngưới,1,1,5,8,1
tư_lợi,1,2,5,8,1
khuếch_đại_hoá,1,3,12,16,1
thượng_nghị_sĩ,1,3,12,17,1
lôm_côm,1,2,6,8,1
tranh_cử,1,2,7,9,1
chịnh,1,1,5,6,1
đọạn,1,1,4,6,1
chim_lợn,1,2,7,9,1
xỏ_mũi,1,2,5,7,1
tranh_đoạt,1,2,9,10,1
thiểu_số_hoá,1,3,10,15,1
nhin,1,1,4,4,1
lừng_khừng,1,2,9,13,1
tôn_quân,1,2,7,9,1
rụ,1,1,2,3,1
dàn_bè,1,2,5,7,1
hợp_tình_hợp_lý,1,4,12,18,1
thập_tự_chinh,1,3,11,15,1
nhu_nhú,1,2,6,7,1
kiền_khôn,1,2,8,11,1
ma_trận,1,2,6,8,1
cơ_học_hoá,1,3,8,11,1
nguyên_nhân_văn,1,3,13,16,1
lượng_tử,1,2,7,12,1
tân_tả,1,2,5,7,1
thu_dụng,1,2,7,8,1
tông_phái,1,2,8,10,1
bán_công_khai,1,3,11,13,1
vật_mang,1,2,7,9,1
vỡ_tiếng,1,2,7,11,1
mát_mặt,1,2,6,9,1
quốc_huy,1,2,7,9,1
phân_vai,1,2,7,8,1
trộng,1,1,5,7,1
thảo_dược,1,2,8,12,1
ý_niệm_hoá,1,3,8,12,1
sốc_vác,1,2,6,9,1
ngồi_phệt,1,2,8,12,1
máy_móc_hoá,1,3,9,12,1
hàm_tiếu,1,2,7,10,1
cượt,1,1,4,7,1
là_lạ_hoá,1,3,7,10,1
huầy,1,1,4,6,1
trái_phá,1,2,7,9,1
kiêu_binh,1,2,8,9,1
hành_tẩu,1,2,7,10,1
lễ_đường,1,2,7,12,1
ngoài_luồng,1,2,10,13,1
say_máu,1,2,6,7,1
thiển_kiến,1,2,9,13,1
trúc_mai,1,2,7,8,1
ưu_khuyết_điểm,1,3,12,17,1
có_thể_chế,1,3,8,13,1
địa_chấn,1,2,7,10,1
ngẫm_ngợi,1,2,8,12,1
cưỡng_bách,1,2,9,13,1
hào_cường,1,2,8,12,1
hoa_liễu,1,2,7,9,1
kỳ_cựu,1,2,5,8,1
gan_cóc_tía,1,3,9,11,1
thuần_tuý_hoá,1,3,11,15,1
sở_cứ,1,2,4,8,1
đội_trời_đạp_đất,1,4,13,20,1
thầy_địa_lí,1,3,9,13,1
đánh_vỗ_mặt,1,3,9,14,1
xạ_thủ,1,2,5,7,1
rai,1,1,3,3,1
điếm_nhục,1,2,8,11,1
tinh_thần_hoá,1,3,11,14,1
nhũi,1,1,4,5,1
cái_thế_nào,1,3,9,13,1
lên_voi_xuống_chó,1,4,14,18,1
duy_nhất_hoá,1,3,10,13,1
giặc_cỏ,1,2,6,9,1
như_kiều,1,2,7,10,1
ngằn_ngặt,1,2,8,12,1
thinh,1,1,5,5,1
sa_mạc_hoá,1,3,8,10,1
bài_tiết,1,2,7,10,1
sự_vật_thể,1,3,8,14,1
chụp_giựt,1,2,8,11,1
mắn,1,1,3,5,1
rộng_rinh,1,2,8,10,1
thay_ngựa_giữa_dòng,1,4,16,21,1
thành_bộ_phận,1,3,11,16,1
phôi,1,1,4,5,1
ích_kỷ_hại_nhân,1,4,12,16,1
tháp_tùng,1,2,8,10,1
hớt_lẻo,1,2,6,9,1
cổ_lỗ,1,2,4,8,1
lê_mất,1,2,5,8,1
quốc_nạn,1,2,7,10,1
số_không,1,2,7,10,1
quốc_lập,1,2,7,11,1
ồng_ộc,1,2,5,9,1
độc_âm,1,2,5,8,1
truền,1,1,5,7,1
thẩm_mỹ_luận,1,3,10,15,1
nghệ_danh,1,2,8,10,1
lem_lẻm,1,2,6,7,1
cúu,1,1,3,4,1
buôn_người,1,2,9,13,1
thắt_buộc,1,2,8,12,1
xon,1,1,3,3,1
thành_khí,1,2,8,10,1
chuỷ,1,1,4,5,1
doãng,1,1,5,6,1
bấm_độn,1,2,6,10,1
tú_lơ_khơ,1,3,7,10,1
chết_đứng,1,2,8,12,1
quí_báu,1,2,6,8,1
hậu_bối,1,2,6,10,1
chẩu,1,1,4,6,1
công_phẫn,1,2,8,11,1
tiểu_sử_gia,1,3,9,13,1
trở_lại_gia,1,3,9,12,1
tiêu_chuẩn_hoá,1,3,12,16,1
kiêu_bạc,1,2,7,9,1
bốc_mộ,1,2,5,9,1
nghị_viên,1,2,8,10,1
quái_thai,1,2,8,9,1
đương_quyền,1,2,10,14,1
tẩy_não_trạng,1,3,11,15,1
hang_hùm,1,2,7,8,1
đầu_nước,1,2,7,12,1
nhỡn_tiền,1,2,8,12,1
mỹ_quan,1,2,6,7,1
liễm,1,1,4,6,1
thẩm_mỹ_khác,1,3,10,14,1
đầy_dẫy,1,2,6,10,1
mầu_mỡ,1,2,5,9,1
ngự_tiền,1,2,7,11,1
búa_rìu,1,2,6,8,1
dục_vọng_hoá,1,3,10,13,1
đặc_khu,1,2,6,8,1
xui_giục,1,2,7,8,1
sắc_luật,1,2,7,11,1
tạp_kỹ,1,2,5,7,1
nặng_mùi,1,2,7,10,1
phân_hội,1,2,7,10,1
hiêng_hiếng,1,2,10,13,1
phu_tử,1,2,5,7,1
xa_xót,1,2,5,6,1
tỷ_dụ,1,2,4,6,1
thể_thao_tác,1,3,10,13,1
thượng_tướng,1,2,11,17,1
phân_hạng,1,2,8,10,1
tân_văng,1,2,7,9,1
rối_như_canh_hẹ,1,4,12,16,1
động_phòng,1,2,9,12,1
loỏng,1,1,5,6,1
tự_lực_cánh_sinh,1,4,13,18,1
khủng_khỉnh,1,2,10,12,1
sinh_thực_khí,1,3,11,14,1
trục_lợi,1,2,7,10,1
giờ_hành_chính,1,3,12,16,1
động_phòng_hoa_chúc,1,4,16,20,1
vĩnh_cửu_hoá,1,3,10,14,1
thắt_đáy_lưng_ong,1,4,14,18,1
tình_gửi,1,2,7,10,1
quạt_trần_hoá,1,3,11,15,1
băm_vằm,1,2,6,9,1
điêu_linh,1,2,8,9,1
bật_đèn_xanh,1,3,10,13,1
manh_tràng,1,2,9,10,1
đắc_địa,1,2,6,9,1
thâm_tạ,1,2,6,8,1
công_lực,1,2,7,10,1
kinh_tế_học_sinh_thái,1,5,17,21,1
mũ_ni_che_tai,1,4,10,11,1
binh_biến,1,2,8,10,1
dương_lịch,1,2,9,12,1
cải_tà_quy_chính,1,4,13,16,1
trâng_tráo,1,2,9,11,1
cầm_trịch,1,2,8,11,1
hoà_dịu,1,2,6,8,1
ngặm,1,1,4,6,1
thuế_quan,1,2,8,10,1
luận_đoán,1,2,8,11,1
chôc,1,1,4,5,1
chủ_nghĩa_bảo_thủ,1,4,14,18,1
khái_niệm_động,1,3,12,17,1
tã_lót,1,2,5,7,1
sụt_giảm,1,2,7,9,1
bông_lơn,1,2,7,9,1
bọc_hậu,1,2,6,9,1
thiên_tuế,1,2,8,11,1
ên,1,1,2,3,1
lõ,1,1,2,3,1
đại_quan_viên,1,3,11,13,1
không_bào,1,2,8,10,1
câm_nín,1,2,6,8,1
đùn_đẩy,1,2,6,9,1
trì_độn,1,2,6,9,1
nọn,1,1,3,4,1
bay_hơi,1,2,6,7,1
quẫn_bách,1,2,8,11,1
xập_xệ,1,2,5,9,1
quan_hệ_động,1,3,10,14,1
tam_sao_thất_bản,1,4,13,16,1
vườn_ươm,1,2,7,12,1
cải_tạo_tư_tưởng,1,4,13,19,1
lang_đạo,1,2,7,8,1
trứng_nước,1,2,9,14,1
bản_quốc,1,2,7,10,1
chềnh,1,1,5,7,1
kiêu_hùng,1,2,8,10,1
cơ_quan_quyền_lực,1,4,14,19,1
đề_cao_kiều,1,3,9,13,1
bảnh_mắt,1,2,7,10,1
phi_thực_dân_hoá,1,4,13,17,1
tân_san,1,2,6,7,1
vuông_tròn,1,2,9,11,1
dễ_bề,1,2,4,8,1
khuôn_hình_chữ_nhật,1,4,16,22,1
kĩ_nữ,1,2,4,7,1
lịch_bịch,1,2,8,10,1
buông_lơi,1,2,8,10,1
thực_tại_hoá,1,3,10,14,1
vụng_chèo_khéo_chống,1,4,17,22,1
buồng_the,1,2,8,10,1
đồng_vị,1,2,6,9,1
tiểu_đối,1,2,7,11,1
tảo_tần,1,2,6,9,1
ánh_ỏi,1,2,5,7,1
me_tây,1,2,5,6,1
tịch_thâu,1,2,8,10,1
tự_tình,1,2,6,9,1
teng,1,1,4,4,1
sơ_sơ,1,2,4,6,1
cương_toả,1,2,8,11,1
cấm_vận,1,2,6,10,1
độc_diễn,1,2,7,11,1
tỉ_số,1,2,4,7,1
như_vọng,1,2,7,9,1
chung_chạ,1,2,8,9,1
thực_hiện_nay,1,3,11,15,1
tân_ngữ,1,2,6,9,1
vô_liêm_sỉ,1,3,8,11,1
đào_nương,1,2,8,11,1
xoay_xoả,1,2,7,8,1
thầy_số,1,2,6,10,1
quần_lót,1,2,7,10,1
xuất_khẩu_thành_chương,1,4,19,26,1
tằm_tơ,1,2,5,8,1
nạo_thai,1,2,7,8,1
loi_thoi,1,2,7,7,1
phân_khu,1,2,7,8,1
thành_thân_sĩ,1,3,11,14,1
lê_hoa,1,2,5,6,1
hệch,1,1,4,6,1
kỵ_nước,1,2,6,10,1
hư_vinh,1,2,6,7,1
quốc_kế_dân_sinh,1,4,13,18,1
tóc_thề,1,2,6,9,1
kích_tấc,1,2,7,10,1
đương_nhiệm,1,2,10,14,1
con_so,1,2,5,5,1
cách_mạng_tháng_mười_nga,1,5,20,26,1
gia_dĩ,1,2,5,6,1
công_dung_ngôn_hạnh,1,4,16,19,1
lãng_nhách,1,2,9,11,1
lao_động_sống,1,3,11,15,1
rọng,1,1,4,5,1
vô_sản_chuyên_chính,1,4,16,20,1
duy_nhất_viên,1,3,11,14,1
nội_động,1,2,7,11,1
què_quặt,1,2,7,10,1
năm_minh_mệnh,1,3,11,14,1
quảnh,1,1,5,6,1
mèo_già,1,2,6,8,1
thiệp_liệp,1,2,9,13,1
cảm_giác_gia,1,3,10,12,1
oách,1,1,4,5,1
hành_chánh,1,2,9,11,1
gia_hạn,1,2,6,7,1
quả_cảm,1,2,6,8,1
nguyên_vật_liệu,1,3,13,18,1
cuồng_điên,1,2,9,12,1
như_ý_thức,1,3,8,12,1
tân_này,1,2,6,8,1
tuần_hành,1,2,8,11,1
hình_bóng_dương,1,3,13,17,1
thuyết_nhất_nguyên,1,3,16,21,1
hánh,1,1,4,5,1
thú_thiệt,1,2,8,11,1
nhôn_nhao,1,2,8,9,1
đại_phú,1,2,6,8,1
lừa_phỉnh,1,2,8,11,1
tinh_trùng,1,2,9,10,1
péo,1,1,3,4,1
khìn_khịt,1,2,8,10,1
tị_hiềm,1,2,6,9,1
là_gia,1,2,5,6,1
đột_tử,1,2,5,9,1
tương_tế,1,2,7,11,1
thế_giới_thứ_ba,1,4,12,18,1
nhị_phân,1,2,7,9,1
cực_đoan_hoá,1,3,10,13,1
giá_áo_túi_cơm,1,4,11,15,1
phi_hán_hoá,1,3,9,11,1
a_phiến,1,2,6,8,1
trừ_gian,1,2,7,9,1
trá,1,1,3,4,1
ngữ_nghĩa_hoá,1,3,11,15,1
trời_đánh_thánh_vật,1,4,16,22,1
non_tay,1,2,6,6,1
rủ_rỉ_rù_rì,1,4,8,12,1
lâm_tuyền,1,2,8,11,1
đứt_nối,1,2,6,10,1
thời_thượng_hoá,1,3,13,19,1
tu_mi,1,2,4,4,1
tín_chỉ,1,2,6,8,1
tram,1,1,4,4,1
quãng_âm,1,2,7,9,1
biện_thuyết,1,2,10,14,1
võ_bị,1,2,4,6,1
tao_ngộ,1,2,6,8,1
bắt_thăm,1,2,7,10,1
bất_mục,1,2,6,9,1
vô_sản_hoá,1,3,8,11,1
lềnh_phềnh,1,2,9,13,1
gạo_tẻ,1,2,5,7,1
xoé,1,1,3,4,1
tuyệt_luân,1,2,9,12,1
loạc_choạc,1,2,9,11,1
mẫu_thân,1,2,7,10,1
qươ,1,1,3,5,1
cổ_sinh_vật_học,1,4,12,17,1
cân_bằng_động,1,3,11,16,1
thổ_mộc,1,2,6,10,1
kịch_nghệ,1,2,8,11,1
chuyển_biên,1,2,10,13,1
tựi,1,1,3,5,1
loại_hình_thức,1,3,12,16,1
mặt_rồng,1,2,7,11,1
lang_sói,1,2,7,8,1
cung_cầu,1,2,7,9,1
diễn_tấu,1,2,7,11,1
lưu_trú,1,2,6,8,1
lấc_cấc,1,2,6,10,1
đặng_tìm,1,2,7,10,1
sặc_mùi,1,2,6,9,1
tự_hành_động,1,3,10,15,1
hữu_trách,1,2,8,11,1
ăn_chực_nằm_chờ,1,4,12,19,1
sức_bật,1,2,6,10,1
kiên_trinh,1,2,9,10,1
tư_duy_lôgic,1,3,10,12,1
anh_hào,1,2,6,7,1
nhà_đương_cục,1,3,11,15,1
thuyết_lý,1,2,8,11,1
lom_lom,1,2,6,6,1
đặm_đà,1,2,5,8,1
trong_ấm_ngoài_êm,1,4,14,18,1
phép_toán,1,2,8,10,1
vật_tự_nó,1,3,7,12,1
tình_trạng_hoá,1,3,12,15,1
kinh_nguyệt,1,2,10,12,1
thượng_thọ,1,2,9,13,1
nùn,1,1,3,4,1
cương_nghị,1,2,9,12,1
tân_nam_bộ,1,3,8,11,1
khoáng_vật_học,1,3,12,16,1
dồng,1,1,4,6,1
miệng_thế,1,2,8,12,1
tâm_cảnh,1,2,7,9,1
tân_trừu_tượng,1,3,12,18,1
rừng_xanh_núi_đỏ,1,4,13,17,1
mởi,1,1,3,5,1
xoàng_xĩnh,1,2,9,11,1
tiếng_bấc_tiếng_chì,1,4,16,23,1
sinh_lý_học,1,3,9,11,1
phù_vân,1,2,6,8,1
truy_sát,1,2,7,8,1
dượt,1,1,4,7,1
công_sưu,1,2,7,9,1
lếu_láo,1,2,6,9,1
giao_ban,1,2,7,7,1
tệ_đoan,1,2,6,8,1
lao_phổi,1,2,7,9,1
thể_hiện_động,1,3,11,17,1
đánh_đấm,1,2,7,10,1
giáo_phẩm,1,2,8,11,1
lụi_hụi,1,2,6,8,1
kim_cổ,1,2,5,7,1
hòm_gian,1,2,7,8,1
an_bần_lạc_đạo,1,4,11,15,1
nội_tiếp,1,2,7,11,1
kháng_thể,1,2,8,11,1
khối_nham,1,2,8,10,1
cốt_cán,1,2,6,9,1
đại_quát,1,2,7,9,1
địa_tầng,1,2,7,10,1
đường_gấp_khúc,1,3,12,18,1
ẩn_cư,1,2,4,7,1
giải_trình,1,2,9,11,1
hiếu_hạnh,1,2,8,11,1
rồng_rồng,1,2,8,12,1
giồi,1,1,4,6,1
súng_liên_thanh,1,3,13,15,1
toác_hoác,1,2,8,10,1
thác_loạn,1,2,8,10,1
đóc,1,1,3,4,1
bát_hương,1,2,8,11,1
cọc_cạch,1,2,7,9,1
tiểu_dị,1,2,6,9,1
cửa_xếp,1,2,6,10,1
phản_cung,1,2,8,9,1
giai_cấp_hoá,1,3,10,13,1
ăn_tạp,1,2,5,7,1
nhà_nước_hoá,1,3,10,15,1
hoà_thành,1,2,8,10,1
thành_đội,1,2,8,11,1
kiểm_nhận,1,2,8,12,1
tươn,1,1,4,6,1
tiềm_nhập,1,2,8,12,1
thất_thập,1,2,8,12,1
ôn_đới,1,2,5,8,1
goi,1,1,3,3,1
định_lệ,1,2,6,9,1
gản,1,1,3,4,1
đất_cửu,1,2,6,10,1
gia_thuộc,1,2,8,10,1
ruột_non,1,2,7,9,1
nóng_giận,1,2,8,11,1
biên_ải,1,2,6,8,1
nguyên_tử_hoá,1,3,11,15,1
móc_câu,1,2,6,8,1
từ_khuynh,1,2,8,10,1
giặc_lái,1,2,7,10,1
cất_chức,1,2,7,11,1
trôn_kim,1,2,7,8,1
thượng_đỉnh,1,2,10,14,1
khảo_dị,1,2,6,8,1
giao_tình,1,2,8,9,1
học_trình,1,2,8,10,1
tựơng,1,1,5,8,1
phụ_trương,1,2,9,12,1
gớm_guốc,1,2,7,11,1
uý_lạo,1,2,5,7,1
nhồng,1,1,5,7,1
nặng_ký,1,2,6,9,1
nhấn_mạnh_hoá,1,3,11,15,1
